filename,filepath,text,phone,gender,voice,speaker_id,template_id,source_type,label,duration
hardneg_00000_male.wav,output/hardneg_00000_male.wav,삼번 창구에서 접수해 주세요.,,male,ko-KR-InJoonNeural,ko-KR-InJoonNeural,counter,negative_hard,0,3.384
hardneg_00001_male.wav,output/hardneg_00001_male.wav,주문번호는 구칠구공팔육구오구팔입니다.,,male,ko-KR-HyunsuMultilingualNeural,ko-KR-HyunsuMultilingualNeural,order,negative_hard,0,4.128
hardneg_00002_male.wav,output/hardneg_00002_male.wav,고객님께 안내드립니다. 가격은 삼일일육원입니다.,,male,ko-KR-HyunsuMultilingualNeural,ko-KR-HyunsuMultilingualNeural,price,negative_hard,0,5.592
hardneg_00003_male.wav,output/hardneg_00003_male.wav,안내 말씀드립니다. 가격은 구구이육일원입니다.,,male,ko-KR-InJoonNeural,ko-KR-InJoonNeural,price,negative_hard,0,6.0
hardneg_00004_male.wav,output/hardneg_00004_male.wav,오번 창구에서 접수해 주세요.,,male,ko-KR-InJoonNeural,ko-KR-InJoonNeural,counter,negative_hard,0,3.336
hardneg_00005_female.wav,output/hardneg_00005_female.wav,하나 둘 셋 넷 다섯 여섯 일곱. 확인 부탁드립니다.,,female,ko-KR-SunHiNeural,ko-KR-SunHiNeural,count,negative_hard,0,4.632
hardneg_00006_male.wav,output/hardneg_00006_male.wav,하나 둘 셋 넷 다섯 여섯 일곱. 양해 부탁드립니다.,,male,ko-KR-InJoonNeural,ko-KR-InJoonNeural,count,negative_hard,0,5.136
hardneg_00007_male.wav,output/hardneg_00007_male.wav,우편번호는 칠이이일오입니다. 양해 부탁드립니다.,,male,ko-KR-HyunsuMultilingualNeural,ko-KR-HyunsuMultilingualNeural,postal,negative_hard,0,5.448
hardneg_00008_female.wav,output/hardneg_00008_female.wav,송장번호는 구일팔일 사칠오육입니다. 확인 부탁드립니다.,,female,ko-KR-SunHiNeural,ko-KR-SunHiNeural,invoice,negative_hard,0,6.024
hardneg_00009_male.wav,output/hardneg_00009_male.wav,안내 말씀드립니다. 송장번호는 일이구사 일팔육칠입니다.,,male,ko-KR-HyunsuMultilingualNeural,ko-KR-HyunsuMultilingualNeural,invoice,negative_hard,0,6.24
hardneg_00010_male.wav,output/hardneg_00010_male.wav,송장번호는 공오일팔 칠사칠오입니다.,,male,ko-KR-InJoonNeural,ko-KR-InJoonNeural,invoice,negative_hard,0,4.104
hardneg_00011_male.wav,output/hardneg_00011_male.wav,잠시 안내드립니다. 주문번호는 육오공이팔이삼공삼사입니다.,,male,ko-KR-HyunsuMultilingualNeural,ko-KR-HyunsuMultilingualNeural,order,negative_hard,0,6.6
hardneg_00012_male.wav,output/hardneg_00012_male.wav,안내 말씀드립니다. 가격은 사칠팔공원입니다.,,male,ko-KR-HyunsuMultilingualNeural,ko-KR-HyunsuMultilingualNeural,price,negative_hard,0,5.376
hardneg_00013_female.wav,output/hardneg_00013_female.wav,잠시 안내드립니다. 오삼이번 버스를 타시면 됩니다.,,female,ko-KR-SunHiNeural,ko-KR-SunHiNeural,bus,negative_hard,0,5.472
hardneg_00014_male.wav,output/hardneg_00014_male.wav,확인을 위해 알려드립니다. 주문번호는 삼일구구육삼육육일공이입니다.,,male,ko-KR-InJoonNeural,ko-KR-InJoonNeural,order,negative_hard,0,7.632
