filepath,label,source_type,speaker_id,template_id,duration,pii_type,value,text,is_outlier,prob
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00000_spk01.wav,0,negative_hard,spk01,date,5.36,,,고객님께 안내드립니다. 오늘은 이공이이년 오월 사일입니다.,False,0.3451569080352783
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00036_spk09.wav,0,negative_hard,spk09,date,4.4,,,잠시 안내드립니다. 오늘은 이공이이년 구월 칠일입니다.,False,0.40044331550598145
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00040_spk13.wav,0,negative_hard,spk13,date,3.2,,,오늘은 이공이일년 사월 이사일입니다.,False,0.12129435688257217
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00051_spk10.wav,0,negative_hard,spk10,date,5.28,,,고객님께 안내드립니다. 오늘은 이공이육년 삼월 이이일입니다.,False,0.6568288207054138
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00065_spk10.wav,0,negative_hard,spk10,date,5.12,,,오늘은 이공이이년 육월 이칠일입니다. 양해 부탁드립니다.,False,0.14504647254943848
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00077_spk08.wav,0,negative_hard,spk08,date,4.72,,,오늘은 이공이오년 일월 칠일입니다. 양해 부탁드립니다.,False,0.11989054828882217
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00081_spk12.wav,0,negative_hard,spk12,date,2.56,,,오늘은 이공이삼년 칠월 일사일입니다.,False,0.13223041594028473
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00085_spk02.wav,0,negative_hard,spk02,date,3.68,,,오늘은 이공이이년 팔월 이삼일입니다.,False,0.038638774305582047
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00086_spk03.wav,0,negative_hard,spk03,date,4.88,,,오늘은 이공이일년 육월 이공일입니다. 양해 부탁드립니다.,False,0.26003497838974
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00092_spk09.wav,0,negative_hard,spk09,date,3.76,,,오늘은 이공이오년 육월 일삼일입니다.,False,0.1323738545179367
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00110_spk13.wav,0,negative_hard,spk13,date,2.96,,,오늘은 이공이사년 오월 일팔일입니다.,False,0.04714944213628769
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00117_spk06.wav,0,negative_hard,spk06,date,4.64,,,오늘은 이공이공년 일일월 일일일입니다. 양해 부탁드립니다.,False,0.11828286200761795
