filepath,label,source_type,speaker_id,template_id,duration,pii_type,value,text,is_outlier,prob
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00026_spk13.wav,0,negative_hard,spk13,seat,3.92,,,좌석은 이팔열 일팔번입니다. 양해 부탁드립니다.,False,0.09514633566141129
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00039_spk12.wav,0,negative_hard,spk12,seat,4.0,,,고객님께 안내드립니다. 좌석은 이구열 삼이번입니다.,False,0.15329143404960632
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00045_spk04.wav,0,negative_hard,spk04,seat,4.48,,,고객님께 안내드립니다. 좌석은 이삼열 이칠번입니다.,False,0.28748971223831177
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00050_spk09.wav,0,negative_hard,spk09,seat,4.32,,,안내 말씀드립니다. 좌석은 이육열 이일번입니다.,False,0.12042731046676636
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00053_spk12.wav,0,negative_hard,spk12,seat,3.6,,,좌석은 육열 팔번입니다. 양해 부탁드립니다.,False,0.001334198284894228
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00055_spk14.wav,0,negative_hard,spk14,seat,2.8,,,좌석은 이공열 이번입니다.,False,0.0009723507100716233
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00057_spk02.wav,0,negative_hard,spk02,seat,3.6,,,좌석은 일칠열 삼사번입니다. 감사합니다.,False,0.06903296709060669
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00060_spk05.wav,0,negative_hard,spk05,seat,3.6,,,좌석은 구열 사번입니다. 감사합니다.,False,0.009163853712379932
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00063_spk08.wav,0,negative_hard,spk08,seat,4.72,,,좌석은 이칠열 사번입니다. 양해 부탁드립니다.,False,0.09022336453199387
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00074_spk05.wav,0,negative_hard,spk05,seat,1.92,,,좌석은 삼공열 구번입니다.,False,0.012407928705215454
/home/hye0n/projects/cnn-based-audio-pii-classification/src/cnn/data_qwen/negative_hard/output/negative_hard_00082_spk13.wav,0,negative_hard,spk13,seat,4.32,,,고객님께 안내드립니다. 좌석은 일팔열 사번입니다.,False,0.15087886154651642
