filename,filepath,text,value,pii_type,gender,speaker_id,template_id,source_type,label,duration
positive_00000_spk01.wav,output/positive_00000_spk01.wav,안내 말씀드립니다. 공일공 일팔이사 공사공구 으로 연락 주세요.,010-1824-0409,phone,female,spk01,phone_2,positive,1,5.84
positive_00004_spk05.wav,output/positive_00004_spk05.wav,연락처는 공일공 오오칠사 사오오이이에요. 확인 부탁드립니다.,010-5574-4552,phone,female,spk05,phone_1,positive,1,5.6
positive_00008_spk09.wav,output/positive_00008_spk09.wav,급하시면 공일공 삼팔일사 일육오사 으로 바로 전화 주세요. 양해 부탁드립니다.,010-3814-1654,phone,female,spk09,phone_3,positive,1,5.84
positive_00012_spk13.wav,output/positive_00012_spk13.wav,급하시면 공일공 삼사팔삼 팔일칠구 으로 바로 전화 주세요.,010-3483-8179,phone,male,spk13,phone_3,positive,1,5.2
positive_00016_spk03.wav,output/positive_00016_spk03.wav,고객님께 안내드립니다. 급하시면 공일공 이오공사 이육이일 으로 바로 전화 주세요.,010-2504-2621,phone,female,spk03,phone_3,positive,1,6.72
positive_00020_spk07.wav,output/positive_00020_spk07.wav,잠시 안내드립니다. 문자는 공일공 사팔팔구 팔삼일칠 으로 보내주세요.,010-4889-8317,phone,female,spk07,phone_4,positive,1,6.0
positive_00024_spk11.wav,output/positive_00024_spk11.wav,확인을 위해 알려드립니다. 연락처는 공일공 삼사칠공 팔팔삼오이에요.,010-3470-8835,phone,female,spk11,phone_1,positive,1,7.12
positive_00028_spk01.wav,output/positive_00028_spk01.wav,고객님께 안내드립니다. 급하시면 공일공 구삼오오 구사사공 으로 바로 전화 주세요.,010-9355-9440,phone,female,spk01,phone_3,positive,1,7.52
positive_00032_spk05.wav,output/positive_00032_spk05.wav,급하시면 공일공 사공구이 일이삼오 으로 바로 전화 주세요. 확인 부탁드립니다.,010-4092-1235,phone,female,spk05,phone_3,positive,1,6.72
positive_00036_spk09.wav,output/positive_00036_spk09.wav,안내 말씀드립니다. 연락처는 공일공 구일공오 칠구칠삼이에요.,010-9105-7973,phone,female,spk09,phone_1,positive,1,5.76
positive_00040_spk13.wav,output/positive_00040_spk13.wav,확인을 위해 알려드립니다. 제 전화번호는 공일공 구사팔오 구칠사공입니다.,010-9485-9740,phone,male,spk13,phone_0,positive,1,5.2
positive_00044_spk03.wav,output/positive_00044_spk03.wav,공일공 사공공이 육공오사 으로 연락 주세요. 양해 부탁드립니다.,010-4002-6054,phone,female,spk03,phone_2,positive,1,5.44
positive_00048_spk07.wav,output/positive_00048_spk07.wav,공일공 팔이팔공 팔공공사 으로 연락 주세요.,010-8280-8004,phone,female,spk07,phone_2,positive,1,3.84
positive_00052_spk11.wav,output/positive_00052_spk11.wav,제 전화번호는 공일공 칠공사일 이공팔팔입니다. 확인 부탁드립니다.,010-7041-2088,phone,female,spk11,phone_0,positive,1,6.24
positive_00056_spk01.wav,output/positive_00056_spk01.wav,공일공 육칠사오 사공육오 으로 연락 주세요. 감사합니다.,010-6745-4065,phone,female,spk01,phone_2,positive,1,5.12
