filename,filepath,text,value,pii_type,gender,speaker_id,template_id,source_type,label,duration
negative_hard_00000_spk01.wav,output/negative_hard_00000_spk01.wav,고객님께 안내드립니다. 오늘은 이공이이년 오월 사일입니다.,,,female,spk01,date,negative_hard,0,5.36
negative_hard_00001_spk02.wav,output/negative_hard_00001_spk02.wav,송장번호는 일팔일오 구구칠공입니다. 감사합니다.,,,male,spk02,invoice,negative_hard,0,4.88
negative_hard_00002_spk03.wav,output/negative_hard_00002_spk03.wav,잠시 안내드립니다. 송장번호는 공일오삼 삼육팔팔입니다.,,,female,spk03,invoice,negative_hard,0,5.68
negative_hard_00003_spk04.wav,output/negative_hard_00003_spk04.wav,주문번호는 육구팔칠이공오공육입니다. 감사합니다.,,,male,spk04,order,negative_hard,0,4.8
negative_hard_00004_spk05.wav,output/negative_hard_00004_spk05.wav,가격은 이삼이사원입니다.,,,female,spk05,price,negative_hard,0,2.0
negative_hard_00005_spk06.wav,output/negative_hard_00005_spk06.wav,확인을 위해 알려드립니다. 생일은 이월 일공일이에요.,,,male,spk06,birth,negative_hard,0,4.4
negative_hard_00006_spk07.wav,output/negative_hard_00006_spk07.wav,확인을 위해 알려드립니다. 주문번호는 팔육이오육오이칠공사칠입니다.,,,female,spk07,order,negative_hard,0,5.52
negative_hard_00007_spk08.wav,output/negative_hard_00007_spk08.wav,하나 둘 셋 넷 다섯 여섯 일곱. 확인 부탁드립니다.,,,male,spk08,count,negative_hard,0,4.32
negative_hard_00008_spk09.wav,output/negative_hard_00008_spk09.wav,주문번호는 오팔육구삼팔공육팔육팔입니다. 참고 부탁드립니다.,,,female,spk09,order,negative_hard,0,5.6
negative_hard_00009_spk10.wav,output/negative_hard_00009_spk10.wav,생일은 오월 삼일이에요. 확인 부탁드립니다.,,,male,spk10,birth,negative_hard,0,3.6
negative_hard_00010_spk11.wav,output/negative_hard_00010_spk11.wav,구구구번 버스를 타시면 됩니다. 감사합니다.,,,female,spk11,bus,negative_hard,0,4.56
negative_hard_00011_spk12.wav,output/negative_hard_00011_spk12.wav,송장번호는 이삼삼이 공육일육입니다. 참고 부탁드립니다.,,,male,spk12,invoice,negative_hard,0,4.72
negative_hard_00012_spk13.wav,output/negative_hard_00012_spk13.wav,하나 둘 셋 넷 다섯 여섯 일곱. 확인 부탁드립니다.,,,male,spk13,count,negative_hard,0,3.68
negative_hard_00013_spk14.wav,output/negative_hard_00013_spk14.wav,고객님께 안내드립니다. 주문번호는 팔육팔오사팔칠공구구입니다.,,,female,spk14,order,negative_hard,0,5.84
negative_hard_00014_spk01.wav,output/negative_hard_00014_spk01.wav,송장번호는 이구구구 일일구일입니다. 양해 부탁드립니다.,,,female,spk01,invoice,negative_hard,0,5.52
negative_hard_00015_spk02.wav,output/negative_hard_00015_spk02.wav,제품 일련번호는 사육칠구 구칠공이 사육이구입니다. 확인 부탁드립니다.,,,male,spk02,serial,negative_hard,0,5.76
negative_hard_00016_spk03.wav,output/negative_hard_00016_spk03.wav,제품 일련번호는 오삼공칠 사오공오 사사사칠입니다.,,,female,spk03,serial,negative_hard,0,4.72
negative_hard_00017_spk04.wav,output/negative_hard_00017_spk04.wav,주문번호는 이사칠오사육구일삼입니다. 감사합니다.,,,male,spk04,order,negative_hard,0,4.96
negative_hard_00018_spk05.wav,output/negative_hard_00018_spk05.wav,잠시 안내드립니다. 생일은 구월 이팔일이에요.,,,female,spk05,birth,negative_hard,0,4.24
negative_hard_00019_spk06.wav,output/negative_hard_00019_spk06.wav,확인을 위해 알려드립니다. 주문번호는 팔육이팔구공이삼삼공입니다.,,,male,spk06,order,negative_hard,0,6.72
negative_hard_00020_spk07.wav,output/negative_hard_00020_spk07.wav,고객님께 안내드립니다. 가격은 오칠팔육일원입니다.,,,female,spk07,price,negative_hard,0,5.04
negative_hard_00021_spk08.wav,output/negative_hard_00021_spk08.wav,하나 둘 셋 넷 다섯 여섯 일곱. 감사합니다.,,,male,spk08,count,negative_hard,0,4.16
negative_hard_00022_spk09.wav,output/negative_hard_00022_spk09.wav,확인을 위해 알려드립니다. 하나 둘 셋 넷 다섯 여섯 일곱.,,,female,spk09,count,negative_hard,0,5.44
negative_hard_00023_spk10.wav,output/negative_hard_00023_spk10.wav,주문번호는 육팔공공칠이이구공삼사입니다. 양해 부탁드립니다.,,,male,spk10,order,negative_hard,0,5.44
negative_hard_00024_spk11.wav,output/negative_hard_00024_spk11.wav,제품 일련번호는 육오칠사 삼칠사팔 구육구일입니다. 양해 부탁드립니다.,,,female,spk11,serial,negative_hard,0,6.24
negative_hard_00025_spk12.wav,output/negative_hard_00025_spk12.wav,확인을 위해 알려드립니다. 오사일번 버스를 타시면 됩니다.,,,male,spk12,bus,negative_hard,0,4.88
negative_hard_00026_spk13.wav,output/negative_hard_00026_spk13.wav,좌석은 이팔열 일팔번입니다. 양해 부탁드립니다.,,,male,spk13,seat,negative_hard,0,3.92
negative_hard_00027_spk14.wav,output/negative_hard_00027_spk14.wav,가격은 삼공구육원입니다. 확인 부탁드립니다.,,,female,spk14,price,negative_hard,0,3.76
negative_hard_00028_spk01.wav,output/negative_hard_00028_spk01.wav,생일은 오월 구일이에요.,,,female,spk01,birth,negative_hard,0,2.64
negative_hard_00029_spk02.wav,output/negative_hard_00029_spk02.wav,확인을 위해 알려드립니다. 제품 일련번호는 이팔이사 일칠이사 팔이오일입니다.,,,male,spk02,serial,negative_hard,0,6.72
negative_hard_00030_spk03.wav,output/negative_hard_00030_spk03.wav,제품 일련번호는 오오사구 사칠일칠 공구구구입니다. 확인 부탁드립니다.,,,female,spk03,serial,negative_hard,0,6.72
negative_hard_00031_spk04.wav,output/negative_hard_00031_spk04.wav,제품 일련번호는 팔사육공 이이삼오 육구칠이입니다. 확인 부탁드립니다.,,,male,spk04,serial,negative_hard,0,7.28
negative_hard_00032_spk05.wav,output/negative_hard_00032_spk05.wav,생일은 육월 이일일이에요.,,,female,spk05,birth,negative_hard,0,2.16
negative_hard_00033_spk06.wav,output/negative_hard_00033_spk06.wav,잠시 안내드립니다. 좌석은 이일열 사번입니다.,,,male,spk06,seat,negative_hard,0,655.28
negative_hard_00034_spk07.wav,output/negative_hard_00034_spk07.wav,안내 말씀드립니다. 하나 둘 셋 넷 다섯 여섯 일곱.,,,female,spk07,count,negative_hard,0,5.12
negative_hard_00035_spk08.wav,output/negative_hard_00035_spk08.wav,확인을 위해 알려드립니다. 송장번호는 구육육육 육칠육공입니다.,,,male,spk08,invoice,negative_hard,0,5.92
negative_hard_00036_spk09.wav,output/negative_hard_00036_spk09.wav,잠시 안내드립니다. 오늘은 이공이이년 구월 칠일입니다.,,,female,spk09,date,negative_hard,0,4.4
negative_hard_00037_spk10.wav,output/negative_hard_00037_spk10.wav,안내 말씀드립니다. 가격은 육이일육팔원입니다.,,,male,spk10,price,negative_hard,0,4.32
negative_hard_00038_spk11.wav,output/negative_hard_00038_spk11.wav,우편번호는 사칠팔구팔입니다. 참고 부탁드립니다.,,,female,spk11,postal,negative_hard,0,4.56
negative_hard_00039_spk12.wav,output/negative_hard_00039_spk12.wav,고객님께 안내드립니다. 좌석은 이구열 삼이번입니다.,,,male,spk12,seat,negative_hard,0,4.0
negative_hard_00040_spk13.wav,output/negative_hard_00040_spk13.wav,오늘은 이공이일년 사월 이사일입니다.,,,male,spk13,date,negative_hard,0,3.2
negative_hard_00041_spk14.wav,output/negative_hard_00041_spk14.wav,가격은 일일오공원입니다. 확인 부탁드립니다.,,,female,spk14,price,negative_hard,0,3.92
negative_hard_00042_spk01.wav,output/negative_hard_00042_spk01.wav,하나 둘 셋 넷 다섯 여섯 일곱.,,,female,spk01,count,negative_hard,0,3.04
negative_hard_00043_spk02.wav,output/negative_hard_00043_spk02.wav,주문번호는 공사육일팔사구구이입니다. 확인 부탁드립니다.,,,male,spk02,order,negative_hard,0,5.04
negative_hard_00044_spk03.wav,output/negative_hard_00044_spk03.wav,잠시 안내드립니다. 우편번호는 일일칠삼구입니다.,,,female,spk03,postal,negative_hard,0,4.64
negative_hard_00045_spk04.wav,output/negative_hard_00045_spk04.wav,고객님께 안내드립니다. 좌석은 이삼열 이칠번입니다.,,,male,spk04,seat,negative_hard,0,4.48
negative_hard_00046_spk05.wav,output/negative_hard_00046_spk05.wav,가격은 팔삼공공일원입니다.,,,female,spk05,price,negative_hard,0,2.4
negative_hard_00047_spk06.wav,output/negative_hard_00047_spk06.wav,안내 말씀드립니다. 하나 둘 셋 넷 다섯 여섯 일곱.,,,male,spk06,count,negative_hard,0,2.72
negative_hard_00048_spk07.wav,output/negative_hard_00048_spk07.wav,확인을 위해 알려드립니다. 이일사번 버스를 타시면 됩니다.,,,female,spk07,bus,negative_hard,0,4.64
negative_hard_00049_spk08.wav,output/negative_hard_00049_spk08.wav,우편번호는 칠공일이공입니다.,,,male,spk08,postal,negative_hard,0,2.32
negative_hard_00050_spk09.wav,output/negative_hard_00050_spk09.wav,안내 말씀드립니다. 좌석은 이육열 이일번입니다.,,,female,spk09,seat,negative_hard,0,4.32
negative_hard_00051_spk10.wav,output/negative_hard_00051_spk10.wav,고객님께 안내드립니다. 오늘은 이공이육년 삼월 이이일입니다.,,,male,spk10,date,negative_hard,0,5.28
negative_hard_00052_spk11.wav,output/negative_hard_00052_spk11.wav,하나 둘 셋 넷 다섯 여섯 일곱. 양해 부탁드립니다.,,,female,spk11,count,negative_hard,0,4.64
negative_hard_00053_spk12.wav,output/negative_hard_00053_spk12.wav,좌석은 육열 팔번입니다. 양해 부탁드립니다.,,,male,spk12,seat,negative_hard,0,3.6
negative_hard_00054_spk13.wav,output/negative_hard_00054_spk13.wav,고객님께 안내드립니다. 제품 일련번호는 칠육이일 이공이일 육구칠구입니다.,,,male,spk13,serial,negative_hard,0,5.84
negative_hard_00055_spk14.wav,output/negative_hard_00055_spk14.wav,좌석은 이공열 이번입니다.,,,female,spk14,seat,negative_hard,0,2.8
negative_hard_00056_spk01.wav,output/negative_hard_00056_spk01.wav,잠시 안내드립니다. 송장번호는 칠칠일육 칠공일사입니다.,,,female,spk01,invoice,negative_hard,0,5.6
negative_hard_00057_spk02.wav,output/negative_hard_00057_spk02.wav,좌석은 일칠열 삼사번입니다. 감사합니다.,,,male,spk02,seat,negative_hard,0,3.6
negative_hard_00058_spk03.wav,output/negative_hard_00058_spk03.wav,가격은 팔육이팔구원입니다. 참고 부탁드립니다.,,,female,spk03,price,negative_hard,0,5.04
negative_hard_00059_spk04.wav,output/negative_hard_00059_spk04.wav,잠시 안내드립니다. 팔칠이번 버스를 타시면 됩니다.,,,male,spk04,bus,negative_hard,0,4.88
negative_hard_00060_spk05.wav,output/negative_hard_00060_spk05.wav,좌석은 구열 사번입니다. 감사합니다.,,,female,spk05,seat,negative_hard,0,3.6
negative_hard_00061_spk06.wav,output/negative_hard_00061_spk06.wav,고객님께 안내드립니다. 제품 일련번호는 삼일칠칠 구칠일칠 칠오일칠입니다.,,,male,spk06,serial,negative_hard,0,6.24
