filename,filepath,text,value,pii_type,gender,speaker_id,template_id,source_type,label,duration,n_digits,n_groups,max_run,frame,axis
probe_00000_spk01.wav,output/probe_00000_spk01.wav,번호는 일공사삼입니다.,1043,,female,spk01,probe_cont_4,probe,-1,2.24,4,1,4,sentence,continuous
probe_00004_spk05.wav,output/probe_00004_spk05.wav,번호는 팔구공팔입니다.,8908,,female,spk05,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00008_spk09.wav,output/probe_00008_spk09.wav,번호는 이삼오일입니다.,2351,,female,spk09,probe_cont_4,probe,-1,1.6,4,1,4,sentence,continuous
probe_00012_spk13.wav,output/probe_00012_spk13.wav,번호는 일팔사구입니다.,1849,,male,spk13,probe_cont_4,probe,-1,1.76,4,1,4,sentence,continuous
probe_00016_spk03.wav,output/probe_00016_spk03.wav,번호는 칠오이오입니다.,7525,,female,spk03,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00020_spk07.wav,output/probe_00020_spk07.wav,번호는 팔삼오공입니다.,8350,,female,spk07,probe_cont_4,probe,-1,1.76,4,1,4,sentence,continuous
probe_00024_spk11.wav,output/probe_00024_spk11.wav,번호는 칠이사이입니다.,7242,,female,spk11,probe_cont_4,probe,-1,2.96,4,1,4,sentence,continuous
probe_00028_spk01.wav,output/probe_00028_spk01.wav,번호는 칠일공일입니다.,7101,,female,spk01,probe_cont_4,probe,-1,2.16,4,1,4,sentence,continuous
probe_00032_spk05.wav,output/probe_00032_spk05.wav,번호는 공일팔사입니다.,0184,,female,spk05,probe_cont_4,probe,-1,1.84,4,1,4,sentence,continuous
probe_00036_spk09.wav,output/probe_00036_spk09.wav,번호는 사팔구삼입니다.,4893,,female,spk09,probe_cont_4,probe,-1,1.76,4,1,4,sentence,continuous
probe_00040_spk13.wav,output/probe_00040_spk13.wav,번호는 사삼공삼입니다.,4303,,male,spk13,probe_cont_4,probe,-1,2.16,4,1,4,sentence,continuous
probe_00044_spk03.wav,output/probe_00044_spk03.wav,번호는 팔구육삼입니다.,8963,,female,spk03,probe_cont_4,probe,-1,3.36,4,1,4,sentence,continuous
probe_00048_spk07.wav,output/probe_00048_spk07.wav,번호는 오공구팔입니다.,5098,,female,spk07,probe_cont_4,probe,-1,2.48,4,1,4,sentence,continuous
probe_00052_spk11.wav,output/probe_00052_spk11.wav,번호는 삼사칠삼입니다.,3473,,female,spk11,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00056_spk01.wav,output/probe_00056_spk01.wav,번호는 오육육칠입니다.,5667,,female,spk01,probe_cont_4,probe,-1,2.48,4,1,4,sentence,continuous
probe_00060_spk05.wav,output/probe_00060_spk05.wav,번호는 육이사칠입니다.,6247,,female,spk05,probe_cont_4,probe,-1,1.76,4,1,4,sentence,continuous
probe_00064_spk09.wav,output/probe_00064_spk09.wav,번호는 칠칠삼육입니다.,7736,,female,spk09,probe_cont_4,probe,-1,1.84,4,1,4,sentence,continuous
probe_00068_spk13.wav,output/probe_00068_spk13.wav,번호는 삼사삼공입니다.,3430,,male,spk13,probe_cont_4,probe,-1,1.92,4,1,4,sentence,continuous
probe_00072_spk03.wav,output/probe_00072_spk03.wav,번호는 팔일이일입니다.,8121,,female,spk03,probe_cont_4,probe,-1,2.88,4,1,4,sentence,continuous
probe_00076_spk07.wav,output/probe_00076_spk07.wav,번호는 육구구팔입니다.,6998,,female,spk07,probe_cont_4,probe,-1,1.92,4,1,4,sentence,continuous
probe_00080_spk11.wav,output/probe_00080_spk11.wav,번호는 공칠구구입니다.,0799,,female,spk11,probe_cont_4,probe,-1,2.4,4,1,4,sentence,continuous
probe_00084_spk01.wav,output/probe_00084_spk01.wav,번호는 이칠팔사입니다.,2784,,female,spk01,probe_cont_4,probe,-1,2.4,4,1,4,sentence,continuous
probe_00088_spk05.wav,output/probe_00088_spk05.wav,번호는 사사구삼입니다.,4493,,female,spk05,probe_cont_4,probe,-1,1.68,4,1,4,sentence,continuous
probe_00092_spk09.wav,output/probe_00092_spk09.wav,번호는 오이사이입니다.,5242,,female,spk09,probe_cont_4,probe,-1,1.92,4,1,4,sentence,continuous
probe_00096_spk13.wav,output/probe_00096_spk13.wav,번호는 팔이육이입니다.,8262,,male,spk13,probe_cont_4,probe,-1,2.16,4,1,4,sentence,continuous
probe_00100_spk03.wav,output/probe_00100_spk03.wav,번호는 이삼이이육공입니다.,232260,,female,spk03,probe_cont_6,probe,-1,2.64,6,1,6,sentence,continuous
probe_00104_spk07.wav,output/probe_00104_spk07.wav,번호는 삼육오사일사입니다.,365414,,female,spk07,probe_cont_6,probe,-1,2.24,6,1,6,sentence,continuous
probe_00108_spk11.wav,output/probe_00108_spk11.wav,번호는 구팔일육구삼입니다.,981693,,female,spk11,probe_cont_6,probe,-1,2.56,6,1,6,sentence,continuous
probe_00112_spk01.wav,output/probe_00112_spk01.wav,번호는 오육사팔이삼입니다.,564823,,female,spk01,probe_cont_6,probe,-1,2.4,6,1,6,sentence,continuous
probe_00116_spk05.wav,output/probe_00116_spk05.wav,번호는 칠삼팔칠이일입니다.,738721,,female,spk05,probe_cont_6,probe,-1,2.16,6,1,6,sentence,continuous
probe_00120_spk09.wav,output/probe_00120_spk09.wav,번호는 구삼육칠육삼입니다.,936763,,female,spk09,probe_cont_6,probe,-1,2.56,6,1,6,sentence,continuous
probe_00124_spk13.wav,output/probe_00124_spk13.wav,번호는 오칠구팔육팔입니다.,579868,,male,spk13,probe_cont_6,probe,-1,2.56,6,1,6,sentence,continuous
probe_00128_spk03.wav,output/probe_00128_spk03.wav,번호는 팔일이이삼육입니다.,812236,,female,spk03,probe_cont_6,probe,-1,2.64,6,1,6,sentence,continuous
probe_00132_spk07.wav,output/probe_00132_spk07.wav,번호는 공오사육육팔입니다.,054668,,female,spk07,probe_cont_6,probe,-1,2.96,6,1,6,sentence,continuous
probe_00136_spk11.wav,output/probe_00136_spk11.wav,번호는 육구구공일육입니다.,699016,,female,spk11,probe_cont_6,probe,-1,2.88,6,1,6,sentence,continuous
probe_00140_spk01.wav,output/probe_00140_spk01.wav,번호는 팔공오삼일공입니다.,805310,,female,spk01,probe_cont_6,probe,-1,2.8,6,1,6,sentence,continuous
probe_00144_spk05.wav,output/probe_00144_spk05.wav,번호는 일이사일구공입니다.,124190,,female,spk05,probe_cont_6,probe,-1,3.04,6,1,6,sentence,continuous
probe_00148_spk09.wav,output/probe_00148_spk09.wav,번호는 일팔오공육칠입니다.,185067,,female,spk09,probe_cont_6,probe,-1,2.4,6,1,6,sentence,continuous
probe_00152_spk13.wav,output/probe_00152_spk13.wav,번호는 일사칠삼칠구입니다.,147379,,male,spk13,probe_cont_6,probe,-1,1.92,6,1,6,sentence,continuous
probe_00156_spk03.wav,output/probe_00156_spk03.wav,번호는 삼일삼육칠팔입니다.,313678,,female,spk03,probe_cont_6,probe,-1,3.28,6,1,6,sentence,continuous
probe_00160_spk07.wav,output/probe_00160_spk07.wav,번호는 팔오오칠사사입니다.,855744,,female,spk07,probe_cont_6,probe,-1,2.48,6,1,6,sentence,continuous
probe_00164_spk11.wav,output/probe_00164_spk11.wav,번호는 사삼오이사공입니다.,435240,,female,spk11,probe_cont_6,probe,-1,2.56,6,1,6,sentence,continuous
probe_00168_spk01.wav,output/probe_00168_spk01.wav,번호는 공사칠일일육입니다.,047116,,female,spk01,probe_cont_6,probe,-1,3.12,6,1,6,sentence,continuous
probe_00172_spk05.wav,output/probe_00172_spk05.wav,번호는 육칠칠사구육입니다.,677496,,female,spk05,probe_cont_6,probe,-1,3.12,6,1,6,sentence,continuous
probe_00176_spk09.wav,output/probe_00176_spk09.wav,번호는 칠구칠사공삼입니다.,797403,,female,spk09,probe_cont_6,probe,-1,2.56,6,1,6,sentence,continuous
probe_00180_spk13.wav,output/probe_00180_spk13.wav,번호는 사구구사칠일입니다.,499471,,male,spk13,probe_cont_6,probe,-1,1.92,6,1,6,sentence,continuous
probe_00184_spk03.wav,output/probe_00184_spk03.wav,번호는 구구공사구공입니다.,990490,,female,spk03,probe_cont_6,probe,-1,3.12,6,1,6,sentence,continuous
probe_00188_spk07.wav,output/probe_00188_spk07.wav,번호는 육칠사육팔공입니다.,674680,,female,spk07,probe_cont_6,probe,-1,3.76,6,1,6,sentence,continuous
probe_00192_spk11.wav,output/probe_00192_spk11.wav,번호는 칠공삼사팔이입니다.,703482,,female,spk11,probe_cont_6,probe,-1,2.96,6,1,6,sentence,continuous
probe_00196_spk01.wav,output/probe_00196_spk01.wav,번호는 이칠사팔사육입니다.,274846,,female,spk01,probe_cont_6,probe,-1,2.72,6,1,6,sentence,continuous
probe_00200_spk05.wav,output/probe_00200_spk05.wav,번호는 사사구구칠이칠팔입니다.,44997278,,female,spk05,probe_cont_8,probe,-1,2.8,8,1,8,sentence,continuous
probe_00204_spk09.wav,output/probe_00204_spk09.wav,번호는 구오일칠일팔칠공입니다.,95171870,,female,spk09,probe_cont_8,probe,-1,2.48,8,1,8,sentence,continuous
probe_00208_spk13.wav,output/probe_00208_spk13.wav,번호는 일일칠이사공공오입니다.,11724005,,male,spk13,probe_cont_8,probe,-1,2.48,8,1,8,sentence,continuous
probe_00212_spk03.wav,output/probe_00212_spk03.wav,번호는 칠사공칠사팔이일입니다.,74074821,,female,spk03,probe_cont_8,probe,-1,2.56,8,1,8,sentence,continuous
probe_00216_spk07.wav,output/probe_00216_spk07.wav,번호는 공구칠사삼구오삼입니다.,09743953,,female,spk07,probe_cont_8,probe,-1,3.2,8,1,8,sentence,continuous
probe_00220_spk11.wav,output/probe_00220_spk11.wav,번호는 이사칠사오일칠일입니다.,24745171,,female,spk11,probe_cont_8,probe,-1,2.8,8,1,8,sentence,continuous
probe_00224_spk01.wav,output/probe_00224_spk01.wav,번호는 구삼일칠사육일이입니다.,93174612,,female,spk01,probe_cont_8,probe,-1,2.72,8,1,8,sentence,continuous
probe_00228_spk05.wav,output/probe_00228_spk05.wav,번호는 삼칠칠삼오일오팔입니다.,37735158,,female,spk05,probe_cont_8,probe,-1,2.72,8,1,8,sentence,continuous
probe_00232_spk09.wav,output/probe_00232_spk09.wav,번호는 이구공사이이팔사입니다.,29042284,,female,spk09,probe_cont_8,probe,-1,2.72,8,1,8,sentence,continuous
probe_00236_spk13.wav,output/probe_00236_spk13.wav,번호는 칠팔삼구공팔사칠입니다.,78390847,,male,spk13,probe_cont_8,probe,-1,2.48,8,1,8,sentence,continuous
probe_00240_spk03.wav,output/probe_00240_spk03.wav,번호는 칠팔구육일일팔삼입니다.,78961183,,female,spk03,probe_cont_8,probe,-1,3.6,8,1,8,sentence,continuous
probe_00244_spk07.wav,output/probe_00244_spk07.wav,번호는 팔공구팔팔오일육입니다.,80988516,,female,spk07,probe_cont_8,probe,-1,2.96,8,1,8,sentence,continuous
probe_00248_spk11.wav,output/probe_00248_spk11.wav,번호는 구구팔공구사공이입니다.,99809402,,female,spk11,probe_cont_8,probe,-1,3.44,8,1,8,sentence,continuous
probe_00252_spk01.wav,output/probe_00252_spk01.wav,번호는 구일공이이구공일입니다.,91022901,,female,spk01,probe_cont_8,probe,-1,2.88,8,1,8,sentence,continuous
probe_00256_spk05.wav,output/probe_00256_spk05.wav,번호는 공삼사삼이사사오입니다.,03432445,,female,spk05,probe_cont_8,probe,-1,3.36,8,1,8,sentence,continuous
probe_00260_spk09.wav,output/probe_00260_spk09.wav,번호는 육사일육공오이구입니다.,64160529,,female,spk09,probe_cont_8,probe,-1,2.88,8,1,8,sentence,continuous
probe_00264_spk13.wav,output/probe_00264_spk13.wav,번호는 오이삼일이사삼이입니다.,52312432,,male,spk13,probe_cont_8,probe,-1,2.32,8,1,8,sentence,continuous
probe_00268_spk03.wav,output/probe_00268_spk03.wav,번호는 일사칠칠공공오사입니다.,14770054,,female,spk03,probe_cont_8,probe,-1,2.56,8,1,8,sentence,continuous
probe_00272_spk07.wav,output/probe_00272_spk07.wav,번호는 이공삼칠칠팔팔구입니다.,20377889,,female,spk07,probe_cont_8,probe,-1,2.48,8,1,8,sentence,continuous
probe_00276_spk11.wav,output/probe_00276_spk11.wav,번호는 사육이구일사팔육입니다.,46291486,,female,spk11,probe_cont_8,probe,-1,3.28,8,1,8,sentence,continuous
probe_00280_spk01.wav,output/probe_00280_spk01.wav,번호는 공오구이구육이이입니다.,05929622,,female,spk01,probe_cont_8,probe,-1,2.96,8,1,8,sentence,continuous
probe_00284_spk05.wav,output/probe_00284_spk05.wav,번호는 팔팔육이삼구이사입니다.,88623924,,female,spk05,probe_cont_8,probe,-1,3.04,8,1,8,sentence,continuous
probe_00288_spk09.wav,output/probe_00288_spk09.wav,번호는 오삼육일오삼공오입니다.,53615305,,female,spk09,probe_cont_8,probe,-1,2.48,8,1,8,sentence,continuous
probe_00292_spk13.wav,output/probe_00292_spk13.wav,번호는 사일공삼육구칠일입니다.,41036971,,male,spk13,probe_cont_8,probe,-1,2.48,8,1,8,sentence,continuous
probe_00296_spk03.wav,output/probe_00296_spk03.wav,번호는 팔팔팔공육칠공육입니다.,88806706,,female,spk03,probe_cont_8,probe,-1,2.96,8,1,8,sentence,continuous
probe_00300_spk07.wav,output/probe_00300_spk07.wav,번호는 삼공삼공오사팔육팔칠입니다.,3030548687,,female,spk07,probe_cont_10,probe,-1,3.04,10,1,10,sentence,continuous
probe_00304_spk11.wav,output/probe_00304_spk11.wav,번호는 일일오사사칠구육이칠입니다.,1154479627,,female,spk11,probe_cont_10,probe,-1,3.36,10,1,10,sentence,continuous
probe_00308_spk01.wav,output/probe_00308_spk01.wav,번호는 오칠일구이팔오육오사입니다.,5719285654,,female,spk01,probe_cont_10,probe,-1,3.2,10,1,10,sentence,continuous
probe_00312_spk05.wav,output/probe_00312_spk05.wav,번호는 사이이오팔삼일삼이삼입니다.,4225831323,,female,spk05,probe_cont_10,probe,-1,3.04,10,1,10,sentence,continuous
probe_00316_spk09.wav,output/probe_00316_spk09.wav,번호는 이이육팔공일팔이사이입니다.,2268018242,,female,spk09,probe_cont_10,probe,-1,2.96,10,1,10,sentence,continuous
probe_00320_spk13.wav,output/probe_00320_spk13.wav,번호는 구사삼구육구공칠팔사입니다.,9439690784,,male,spk13,probe_cont_10,probe,-1,3.76,10,1,10,sentence,continuous
probe_00324_spk03.wav,output/probe_00324_spk03.wav,번호는 사칠삼이일공사육구육입니다.,4732104696,,female,spk03,probe_cont_10,probe,-1,3.68,10,1,10,sentence,continuous
probe_00328_spk07.wav,output/probe_00328_spk07.wav,번호는 공일육이사오육오공육입니다.,0162456506,,female,spk07,probe_cont_10,probe,-1,4.0,10,1,10,sentence,continuous
probe_00332_spk11.wav,output/probe_00332_spk11.wav,번호는 공공이오칠팔칠이구팔입니다.,0025787298,,female,spk11,probe_cont_10,probe,-1,3.52,10,1,10,sentence,continuous
probe_00336_spk01.wav,output/probe_00336_spk01.wav,번호는 삼공구칠이팔구육이삼입니다.,3097289623,,female,spk01,probe_cont_10,probe,-1,3.12,10,1,10,sentence,continuous
probe_00340_spk05.wav,output/probe_00340_spk05.wav,번호는 오사구칠삼삼사팔사삼입니다.,5497334843,,female,spk05,probe_cont_10,probe,-1,3.2,10,1,10,sentence,continuous
probe_00344_spk09.wav,output/probe_00344_spk09.wav,번호는 사이일구구삼삼공팔삼입니다.,4219933083,,female,spk09,probe_cont_10,probe,-1,3.2,10,1,10,sentence,continuous
probe_00348_spk13.wav,output/probe_00348_spk13.wav,번호는 이사공공사구구일오사입니다.,2400499154,,male,spk13,probe_cont_10,probe,-1,2.88,10,1,10,sentence,continuous
probe_00352_spk03.wav,output/probe_00352_spk03.wav,번호는 이칠오삼공사육삼칠사입니다.,2753046374,,female,spk03,probe_cont_10,probe,-1,3.52,10,1,10,sentence,continuous
probe_00356_spk07.wav,output/probe_00356_spk07.wav,번호는 칠팔삼삼구일팔칠팔오입니다.,7833918785,,female,spk07,probe_cont_10,probe,-1,3.04,10,1,10,sentence,continuous
probe_00360_spk11.wav,output/probe_00360_spk11.wav,번호는 칠사공육사공삼구일공입니다.,7406403910,,female,spk11,probe_cont_10,probe,-1,4.0,10,1,10,sentence,continuous
probe_00364_spk01.wav,output/probe_00364_spk01.wav,번호는 공사칠팔육팔육삼삼칠입니다.,0478686337,,female,spk01,probe_cont_10,probe,-1,3.84,10,1,10,sentence,continuous
