filename,filepath,text,value,pii_type,gender,speaker_id,template_id,source_type,label,duration,n_digits,n_groups,max_run,frame,axis
probe_00000_spk01.wav,output/probe_00000_spk01.wav,번호는 일공사삼입니다.,1043,,female,spk01,probe_cont_4,probe,-1,2.24,4,1,4,sentence,continuous
probe_00001_spk02.wav,output/probe_00001_spk02.wav,번호는 삼이일팔입니다.,3218,,male,spk02,probe_cont_4,probe,-1,1.84,4,1,4,sentence,continuous
probe_00002_spk03.wav,output/probe_00002_spk03.wav,번호는 일구육공입니다.,1960,,female,spk03,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00003_spk04.wav,output/probe_00003_spk04.wav,번호는 공일삼삼입니다.,0133,,male,spk04,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00004_spk05.wav,output/probe_00004_spk05.wav,번호는 팔구공팔입니다.,8908,,female,spk05,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00005_spk06.wav,output/probe_00005_spk06.wav,번호는 삼팔육삼입니다.,3863,,male,spk06,probe_cont_4,probe,-1,2.24,4,1,4,sentence,continuous
probe_00006_spk07.wav,output/probe_00006_spk07.wav,번호는 칠구사공입니다.,7940,,female,spk07,probe_cont_4,probe,-1,1.68,4,1,4,sentence,continuous
probe_00007_spk08.wav,output/probe_00007_spk08.wav,번호는 이육오사입니다.,2654,,male,spk08,probe_cont_4,probe,-1,1.76,4,1,4,sentence,continuous
probe_00008_spk09.wav,output/probe_00008_spk09.wav,번호는 이삼오일입니다.,2351,,female,spk09,probe_cont_4,probe,-1,1.6,4,1,4,sentence,continuous
probe_00009_spk10.wav,output/probe_00009_spk10.wav,번호는 일육일오입니다.,1615,,male,spk10,probe_cont_4,probe,-1,2.24,4,1,4,sentence,continuous
probe_00010_spk11.wav,output/probe_00010_spk11.wav,번호는 오구사공입니다.,5940,,female,spk11,probe_cont_4,probe,-1,2.4,4,1,4,sentence,continuous
probe_00011_spk12.wav,output/probe_00011_spk12.wav,번호는 칠팔일육입니다.,7816,,male,spk12,probe_cont_4,probe,-1,1.68,4,1,4,sentence,continuous
probe_00012_spk13.wav,output/probe_00012_spk13.wav,번호는 일팔사구입니다.,1849,,male,spk13,probe_cont_4,probe,-1,1.76,4,1,4,sentence,continuous
probe_00013_spk14.wav,output/probe_00013_spk14.wav,번호는 오구삼일입니다.,5931,,female,spk14,probe_cont_4,probe,-1,1.92,4,1,4,sentence,continuous
probe_00014_spk01.wav,output/probe_00014_spk01.wav,번호는 공삼사일입니다.,0341,,female,spk01,probe_cont_4,probe,-1,2.16,4,1,4,sentence,continuous
probe_00015_spk02.wav,output/probe_00015_spk02.wav,번호는 삼일육사입니다.,3164,,male,spk02,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00016_spk03.wav,output/probe_00016_spk03.wav,번호는 칠오이오입니다.,7525,,female,spk03,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00017_spk04.wav,output/probe_00017_spk04.wav,번호는 오삼사일입니다.,5341,,male,spk04,probe_cont_4,probe,-1,1.6,4,1,4,sentence,continuous
probe_00018_spk05.wav,output/probe_00018_spk05.wav,번호는 구이팔삼입니다.,9283,,female,spk05,probe_cont_4,probe,-1,1.92,4,1,4,sentence,continuous
probe_00019_spk06.wav,output/probe_00019_spk06.wav,번호는 이칠육사입니다.,2764,,male,spk06,probe_cont_4,probe,-1,2.88,4,1,4,sentence,continuous
probe_00020_spk07.wav,output/probe_00020_spk07.wav,번호는 팔삼오공입니다.,8350,,female,spk07,probe_cont_4,probe,-1,1.76,4,1,4,sentence,continuous
probe_00021_spk08.wav,output/probe_00021_spk08.wav,번호는 삼공오육입니다.,3056,,male,spk08,probe_cont_4,probe,-1,1.92,4,1,4,sentence,continuous
probe_00022_spk09.wav,output/probe_00022_spk09.wav,번호는 사일삼구입니다.,4139,,female,spk09,probe_cont_4,probe,-1,1.6,4,1,4,sentence,continuous
probe_00023_spk10.wav,output/probe_00023_spk10.wav,번호는 오삼칠육입니다.,5376,,male,spk10,probe_cont_4,probe,-1,2.24,4,1,4,sentence,continuous
probe_00024_spk11.wav,output/probe_00024_spk11.wav,번호는 칠이사이입니다.,7242,,female,spk11,probe_cont_4,probe,-1,2.96,4,1,4,sentence,continuous
probe_00025_spk12.wav,output/probe_00025_spk12.wav,번호는 삼팔팔사입니다.,3884,,male,spk12,probe_cont_4,probe,-1,2.0,4,1,4,sentence,continuous
probe_00026_spk13.wav,output/probe_00026_spk13.wav,번호는 구육구육입니다.,9696,,male,spk13,probe_cont_4,probe,-1,2.16,4,1,4,sentence,continuous
probe_00027_spk14.wav,output/probe_00027_spk14.wav,번호는 오삼이팔입니다.,5328,,female,spk14,probe_cont_4,probe,-1,2.16,4,1,4,sentence,continuous
probe_00028_spk01.wav,output/probe_00028_spk01.wav,번호는 칠일공일입니다.,7101,,female,spk01,probe_cont_4,probe,-1,2.16,4,1,4,sentence,continuous
probe_00029_spk02.wav,output/probe_00029_spk02.wav,번호는 이이육구입니다.,2269,,male,spk02,probe_cont_4,probe,-1,1.68,4,1,4,sentence,continuous
probe_00030_spk03.wav,output/probe_00030_spk03.wav,번호는 일육육구입니다.,1669,,female,spk03,probe_cont_4,probe,-1,2.16,4,1,4,sentence,continuous
probe_00031_spk04.wav,output/probe_00031_spk04.wav,번호는 칠팔사팔입니다.,7848,,male,spk04,probe_cont_4,probe,-1,1.68,4,1,4,sentence,continuous
probe_00032_spk05.wav,output/probe_00032_spk05.wav,번호는 공일팔사입니다.,0184,,female,spk05,probe_cont_4,probe,-1,1.84,4,1,4,sentence,continuous
